MUNICIPIO,EMPRESA,MEDIDA,SERVICIO,VALOR
MANATI,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Promedio de Facturación por consumo,ACUEDUCTO,484006.19
MANATI,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Promedio de Consumo,ACUEDUCTO,153.01
MANATI,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Valor Facturado por unidad de consumo,ACUEDUCTO,3163.32
MANATI,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Numero de periodos,ACUEDUCTO,1.0
MANATI,45298-NEU ENERGY SAS ESP,Numero de periodos,ACUEDUCTO,0.0
MANATI,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
MANATI,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
MANATI,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
MANATI,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
MANATI,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
MANATI,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
MANATI,48307-AIR-E S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
MANATI,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
MANATI,48307-AIR-E S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
MANATI,48307-AIR-E S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
MANATI,48307-AIR-E S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
MANATI,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PALMAR DE VARELA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Facturación total,ACUEDUCTO,34077453700.0
PALMAR DE VARELA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Consumo total ,ACUEDUCTO,1271058.0
PALMAR DE VARELA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de suscriptores ,ACUEDUCTO,5591.0
PALMAR DE VARELA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Subsidios,ACUEDUCTO,831514044.0
PALMAR DE VARELA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Contribuciones,ACUEDUCTO,177997557.0
PALMAR DE VARELA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Facturación total ,ACUEDUCTO,6095055.21
PALMAR DE VARELA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Consumo,ACUEDUCTO,227.34
PALMAR DE VARELA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de periodos,ACUEDUCTO,1.0
PALMAR DE VARELA,2322-VATIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PALMAR DE VARELA,2322-VATIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PALMAR DE VARELA,2322-VATIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PALMAR DE VARELA,2322-VATIA S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PALMAR DE VARELA,2322-VATIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PALMAR DE VARELA,27691-QI ENERGY SAS ESP,Facturación total,ACUEDUCTO,0.0
PALMAR DE VARELA,27691-QI ENERGY SAS ESP,Facturación por consumo,ACUEDUCTO,0.0
PALMAR DE VARELA,27691-QI ENERGY SAS ESP,Consumo total ,ACUEDUCTO,0.0
PALMAR DE VARELA,27691-QI ENERGY SAS ESP,Numero de periodos,ACUEDUCTO,0.0
PALMAR DE VARELA,45298-NEU ENERGY SAS ESP,Numero de periodos,ACUEDUCTO,0.0
PALMAR DE VARELA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
PALMAR DE VARELA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PALMAR DE VARELA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PALMAR DE VARELA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PALMAR DE VARELA,48307-AIR-E S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
PALMAR DE VARELA,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PALMAR DE VARELA,48307-AIR-E S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PALMAR DE VARELA,48307-AIR-E S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
PALMAR DE VARELA,48307-AIR-E S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PALMAR DE VARELA,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PIOJO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Facturación total,ACUEDUCTO,4940400961.0
PIOJO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Consumo total ,ACUEDUCTO,172377.0
PIOJO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de suscriptores ,ACUEDUCTO,1003.0
PIOJO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Subsidios,ACUEDUCTO,488900991.0
PIOJO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Contribuciones,ACUEDUCTO,1026845.0
PIOJO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Facturación total ,ACUEDUCTO,4925624.09
PIOJO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Consumo,ACUEDUCTO,171.86
PIOJO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de periodos,ACUEDUCTO,1.0
PIOJO,597-ENEL COLOMBIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PIOJO,597-ENEL COLOMBIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PIOJO,597-ENEL COLOMBIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PIOJO,597-ENEL COLOMBIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PIOJO,2322-VATIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PIOJO,2322-VATIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PIOJO,2322-VATIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PIOJO,2322-VATIA S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PIOJO,2322-VATIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PIOJO,48307-AIR-E S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
PIOJO,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PIOJO,48307-AIR-E S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PIOJO,48307-AIR-E S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
PIOJO,48307-AIR-E S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PIOJO,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
POLONUEVO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Facturación total,ACUEDUCTO,19440219800.0
POLONUEVO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Consumo total ,ACUEDUCTO,1058239.0
POLONUEVO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de suscriptores ,ACUEDUCTO,3556.0
POLONUEVO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Subsidios,ACUEDUCTO,1094732460.0
POLONUEVO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Contribuciones,ACUEDUCTO,73131981.0
POLONUEVO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Facturación total ,ACUEDUCTO,5466878.46
POLONUEVO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Consumo,ACUEDUCTO,297.59
POLONUEVO,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de periodos,ACUEDUCTO,1.0
POLONUEVO,536-CELSIA COLOMBIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
POLONUEVO,536-CELSIA COLOMBIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
POLONUEVO,536-CELSIA COLOMBIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
POLONUEVO,536-CELSIA COLOMBIA S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
POLONUEVO,536-CELSIA COLOMBIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
POLONUEVO,597-ENEL COLOMBIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
POLONUEVO,597-ENEL COLOMBIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
POLONUEVO,597-ENEL COLOMBIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
POLONUEVO,597-ENEL COLOMBIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
POLONUEVO,2322-VATIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
POLONUEVO,2322-VATIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
POLONUEVO,2322-VATIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
POLONUEVO,2322-VATIA S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
POLONUEVO,2322-VATIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
POLONUEVO,20437-ENERTOTAL S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
POLONUEVO,20437-ENERTOTAL S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
POLONUEVO,20437-ENERTOTAL S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
POLONUEVO,20437-ENERTOTAL S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
POLONUEVO,20437-ENERTOTAL S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
POLONUEVO,48307-AIR-E S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
POLONUEVO,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
POLONUEVO,48307-AIR-E S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
POLONUEVO,48307-AIR-E S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
POLONUEVO,48307-AIR-E S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
POLONUEVO,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PONEDERA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Facturación total,ACUEDUCTO,22714103336.0
PONEDERA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Consumo total ,ACUEDUCTO,823363.0
PONEDERA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de suscriptores ,ACUEDUCTO,3408.0
PONEDERA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Subsidios,ACUEDUCTO,1196559261.0
PONEDERA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Contribuciones,ACUEDUCTO,175555196.0
PONEDERA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Facturación total ,ACUEDUCTO,6664936.42
PONEDERA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Consumo,ACUEDUCTO,241.6
PONEDERA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de periodos,ACUEDUCTO,1.0
PONEDERA,597-ENEL COLOMBIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PONEDERA,597-ENEL COLOMBIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PONEDERA,597-ENEL COLOMBIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PONEDERA,597-ENEL COLOMBIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PONEDERA,2322-VATIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PONEDERA,2322-VATIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PONEDERA,2322-VATIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PONEDERA,2322-VATIA S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PONEDERA,2322-VATIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PONEDERA,20437-ENERTOTAL S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PONEDERA,20437-ENERTOTAL S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PONEDERA,20437-ENERTOTAL S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PONEDERA,20437-ENERTOTAL S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PONEDERA,20437-ENERTOTAL S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PONEDERA,31191-TERPEL ENERGIA S.A.S E.S.P,Facturación total,ACUEDUCTO,0.0
PONEDERA,31191-TERPEL ENERGIA S.A.S E.S.P,Facturación por consumo,ACUEDUCTO,0.0
PONEDERA,31191-TERPEL ENERGIA S.A.S E.S.P,Consumo total ,ACUEDUCTO,0.0
PONEDERA,31191-TERPEL ENERGIA S.A.S E.S.P,Contribuciones,ACUEDUCTO,0.0
PONEDERA,31191-TERPEL ENERGIA S.A.S E.S.P,Numero de periodos,ACUEDUCTO,0.0
PONEDERA,45298-NEU ENERGY SAS ESP,Numero de periodos,ACUEDUCTO,0.0
PONEDERA,48307-AIR-E S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
PONEDERA,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PONEDERA,48307-AIR-E S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PONEDERA,48307-AIR-E S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
PONEDERA,48307-AIR-E S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PONEDERA,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Facturación total,ACUEDUCTO,109226319935.0
PUERTO COLOMBIA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Consumo total ,ACUEDUCTO,7375538.0
PUERTO COLOMBIA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de suscriptores ,ACUEDUCTO,17872.0
PUERTO COLOMBIA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Subsidios,ACUEDUCTO,4055140668.0
PUERTO COLOMBIA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Contribuciones,ACUEDUCTO,5045135205.0
PUERTO COLOMBIA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Facturación total ,ACUEDUCTO,6111589.07
PUERTO COLOMBIA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Promedio de Consumo,ACUEDUCTO,412.69
PUERTO COLOMBIA,"82-SOCIEDAD DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.",Numero de periodos,ACUEDUCTO,1.0
PUERTO COLOMBIA,536-CELSIA COLOMBIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,536-CELSIA COLOMBIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,536-CELSIA COLOMBIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,536-CELSIA COLOMBIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,597-ENEL COLOMBIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,597-ENEL COLOMBIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,597-ENEL COLOMBIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,597-ENEL COLOMBIA S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,597-ENEL COLOMBIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,2073-EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,2322-VATIA S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,2322-VATIA S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,2322-VATIA S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,2322-VATIA S.A. E.S.P.,Subsidios,ACUEDUCTO,0.0
PUERTO COLOMBIA,2322-VATIA S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,2322-VATIA S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,2378-DICELER S.A E.S.P.,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,2378-DICELER S.A E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,2378-DICELER S.A E.S.P.,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,2378-DICELER S.A E.S.P.,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,2378-DICELER S.A E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,20437-ENERTOTAL S.A. E.S.P.,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,20437-ENERTOTAL S.A. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,20437-ENERTOTAL S.A. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,20437-ENERTOTAL S.A. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,20437-ENERTOTAL S.A. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,27691-QI ENERGY SAS ESP,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,27691-QI ENERGY SAS ESP,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,27691-QI ENERGY SAS ESP,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,27691-QI ENERGY SAS ESP,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,31191-TERPEL ENERGIA S.A.S E.S.P,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,31191-TERPEL ENERGIA S.A.S E.S.P,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,31191-TERPEL ENERGIA S.A.S E.S.P,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,31191-TERPEL ENERGIA S.A.S E.S.P,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,31191-TERPEL ENERGIA S.A.S E.S.P,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,45298-NEU ENERGY SAS ESP,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,48307-AIR-E S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,48307-AIR-E S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,48307-AIR-E S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
PUERTO COLOMBIA,48307-AIR-E S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,59850-ENERBIT SAS ESP,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,59850-ENERBIT SAS ESP,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,59850-ENERBIT SAS ESP,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,59850-ENERBIT SAS ESP,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,59850-ENERBIT SAS ESP,Numero de periodos,ACUEDUCTO,0.0
PUERTO COLOMBIA,62371-BIA ENERGY SAS ESP,Facturación total,ACUEDUCTO,0.0
PUERTO COLOMBIA,62371-BIA ENERGY SAS ESP,Facturación por consumo,ACUEDUCTO,0.0
PUERTO COLOMBIA,62371-BIA ENERGY SAS ESP,Consumo total ,ACUEDUCTO,0.0
PUERTO COLOMBIA,62371-BIA ENERGY SAS ESP,Contribuciones,ACUEDUCTO,0.0
PUERTO COLOMBIA,62371-BIA ENERGY SAS ESP,Numero de periodos,ACUEDUCTO,0.0
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Facturación total,ACUEDUCTO,38023366116.0
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Facturación por consumo,ACUEDUCTO,2248638173.0
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Consumo total ,ACUEDUCTO,714650.0
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Numero de suscriptores ,ACUEDUCTO,4529.0
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Subsidios,ACUEDUCTO,966910471.0
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Contribuciones,ACUEDUCTO,11148986.0
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Promedio de Facturación total ,ACUEDUCTO,8395532.37
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Promedio de Facturación por consumo,ACUEDUCTO,496497.72
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Promedio de Consumo,ACUEDUCTO,157.79
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Valor Facturado por unidad de consumo,ACUEDUCTO,3146.49
REPELON,40497-AGUAS DEL SUR DEL ATLANTICO S.A. E.S.P,Numero de periodos,ACUEDUCTO,1.0
REPELON,45298-NEU ENERGY SAS ESP,Numero de periodos,ACUEDUCTO,0.0
REPELON,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
REPELON,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
REPELON,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
REPELON,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
REPELON,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
REPELON,48305-CARIBEMAR DE LA COSTA S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
REPELON,48307-AIR-E S.A.S. E.S.P.,Facturación total,ACUEDUCTO,0.0
REPELON,48307-AIR-E S.A.S. E.S.P.,Facturación por consumo,ACUEDUCTO,0.0
REPELON,48307-AIR-E S.A.S. E.S.P.,Consumo total ,ACUEDUCTO,0.0
REPELON,48307-AIR-E S.A.S. E.S.P.,Subsidios,ACUEDUCTO,0.0
REPELON,48307-AIR-E S.A.S. E.S.P.,Contribuciones,ACUEDUCTO,0.0
REPELON,48307-AIR-E S.A.S. E.S.P.,Numero de periodos,ACUEDUCTO,0.0
