,,,TIEMPO,,,,
CAMPO DE LA CRUZ,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,0,10,12,5
CAMPO DE LA CRUZ,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,3,1,0,0,2
CAMPO DE LA CRUZ,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,3,0,0,0,0
CANDELARIA,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,0,0,0,5
CANDELARIA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,0,4,0
CANDELARIA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,0,2,0
CANDELARIA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,1,0
CANDELARIA,QUEJA,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,0,0,1,0
CANDELARIA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,1,0
CANDELARIA,QUEJA,COBRO MULTIPLE Y/O ACUMULADO,0,0,0,1,0
CANDELARIA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,234,526,624,252,44
CANDELARIA,RECLAMACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,391,168,209,114,59
CANDELARIA,RECLAMACION,COBROS POR PROMEDIO,70,185,273,226,80
CANDELARIA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,2,275,310,93,0
CANDELARIA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,35,357,171,25
CANDELARIA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,99,148,113,70,5
CANDELARIA,RECLAMACION,ESTRATO INCORRECTO,50,10,240,63,5
CANDELARIA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,1,267,60,11,0
CANDELARIA,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,16,246,0,0,0
CANDELARIA,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,5,100,63,4
CANDELARIA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,43,108,18,0,0
CANDELARIA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",10,48,30,11,21
CANDELARIA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,25,65,21,3,0
CANDELARIA,RECLAMACION,DATOS GENERALES INCORRECTOS,0,15,46,26,11
CANDELARIA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",30,60,0,0,0
CANDELARIA,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,6,3,35,27,4
CANDELARIA,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,4,52,0,7,0
CANDELARIA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,21,12,10,5,12
CANDELARIA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,7,13,15,5
CANDELARIA,RECLAMACION,INCONFORMIDAD CON EL AFORO,6,30,0,0,0
CANDELARIA,RECLAMACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,15,10,0,0,0
CANDELARIA,RECLAMACION,COBROS INOPORTUNOS,0,16,5,0,0
CANDELARIA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,4,8,5
CANDELARIA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,0,0,5,3,0
CANDELARIA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,3,0,0,0,0
CANDELARIA,RECLAMACION,COBRO DE REVISIONES,0,2,0,0,0
CANDELARIA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,1,0
CANDELARIA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,3,12,5
CANDELARIA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",1,0,0,0,0
CANDELARIA,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,1,0,0,0,0
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,0,0,671,450,0
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,110,105,266,432,164
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",9,72,114,230,116
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,1,62,272,140
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,4,6,20,62,15
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,0,10,20,12
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,21,15
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,7,12,12,3,0
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,6,0,11,12,5
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,3,12,12,3,0
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",16,4,0,0,0
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,8,0,0,0,0
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR RECONEXION NO AUTORIZADA,0,4,0,0,0
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,2,0,0,0,0
CANDELARIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,1,0,0
GALAPA,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,30,13,28,53,4
GALAPA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"3,540","6,228","8,074","4,325","1,298"
GALAPA,RECLAMACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,"6,741","3,664","3,928","2,698",966
GALAPA,RECLAMACION,COBROS POR PROMEDIO,445,"1,381","4,113","1,912",898
GALAPA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,280,"2,117","2,219",764,28
GALAPA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,291,"1,698","1,141",574
GALAPA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",845,"1,249",615,264,681
GALAPA,RECLAMACION,DATOS GENERALES INCORRECTOS,0,266,"1,326",986,302
GALAPA,RECLAMACION,ESTRATO INCORRECTO,769,925,558,185,24
GALAPA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,240,747,723,328,127
GALAPA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,374,"1,202",224,200,13
GALAPA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,896,"1,069",12,4,1
GALAPA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,228,391,780,424,96
GALAPA,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,319,"1,533",45,0,0
GALAPA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,466,893,412,91,4
GALAPA,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,139,656,344,69
GALAPA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",425,685,18,0,0
GALAPA,RECLAMACION,COBROS INOPORTUNOS,0,125,323,347,83
GALAPA,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,126,223,261,92,53
GALAPA,RECLAMACION,INCONFORMIDAD CON EL AFORO,316,203,6,19,19
GALAPA,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,51,48,130,185,47
GALAPA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,87,51,123,51,20
GALAPA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,13,136,97,31
GALAPA,RECLAMACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,50,67,26,27,18
GALAPA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,22,64,46,12
GALAPA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,90,32,10,3,1
GALAPA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,11,74,33,7
GALAPA,RECLAMACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,0,0,4,1,0
GALAPA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,4,0,0,0
GALAPA,RECLAMACION,COBRO DE REVISIONES,0,3,0,1,0
GALAPA,RECLAMACION,TARIFA INCORRECTA,0,2,0,0,0
GALAPA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,0,2,0,0,0
GALAPA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,236,246,289,311,76
GALAPA,RECURSO DE REPOSICION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,166,180,180,102,10
GALAPA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,50,48,62,80,30
GALAPA,RECURSO DE REPOSICION,ESTRATO INCORRECTO,66,72,72,36,0
GALAPA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",58,43,53,42,9
GALAPA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,45,36,36,18,0
GALAPA,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,25,24,35,34,12
GALAPA,RECURSO DE REPOSICION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,0,17,77,35
GALAPA,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,35,0,0,0,0
GALAPA,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,0,0,5,12,5
GALAPA,RECURSO DE REPOSICION,COBRO POR RECONEXION NO AUTORIZADA,8,0,0,0,0
GALAPA,RECURSO DE REPOSICION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",2,0,0,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"1,161","3,378","7,429","15,947","5,814"
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION","1,658","1,920","2,629","3,842","1,990"
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,220,423,"3,112","5,121","2,387"
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,184,242,729,"1,225",500
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,128,100,550,997,160
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,0,71,355,922,572
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR RECONEXION NO AUTORIZADA,547,492,492,195,40
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,154,585,564,340,80
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,73,144,271,419,118
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",151,286,300,210,70
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,2,109,545,198
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL AFORO,221,136,142,151,57
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,28,214,341,120
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,14,110,172,210,84
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,97,175,175,87,10
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,15,136,176,138,15
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,4,0,12,82,23
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,5,12,12,3,0
JUAN DE ACOSTA,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,15,94,35,74,17
JUAN DE ACOSTA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"1,388","2,011","2,585","1,358",303
JUAN DE ACOSTA,RECLAMACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,"1,852",868,"1,573",708,244
JUAN DE ACOSTA,RECLAMACION,COBROS POR PROMEDIO,351,496,"2,003","1,015",313
JUAN DE ACOSTA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,248,"1,173",601,197
JUAN DE ACOSTA,RECLAMACION,DATOS GENERALES INCORRECTOS,0,124,922,585,152
JUAN DE ACOSTA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,622,574,174,33,0
JUAN DE ACOSTA,RECLAMACION,INCONFORMIDAD CON EL AFORO,415,425,106,56,12
JUAN DE ACOSTA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,350,299,123,43,0
JUAN DE ACOSTA,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,67,408,207,20
JUAN DE ACOSTA,RECLAMACION,ESTRATO INCORRECTO,32,100,336,197,5
JUAN DE ACOSTA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",178,216,150,38,50
JUAN DE ACOSTA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,292,221,18,0,1
JUAN DE ACOSTA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,91,83,193,119,22
JUAN DE ACOSTA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,192,114,65,39,12
JUAN DE ACOSTA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",157,162,9,0,0
JUAN DE ACOSTA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,41,118,99,37,15
JUAN DE ACOSTA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,50,95,142,13,0
JUAN DE ACOSTA,RECLAMACION,COBROS INOPORTUNOS,0,61,133,43,0
JUAN DE ACOSTA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,27,112,75,18
JUAN DE ACOSTA,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,12,114,74,29
JUAN DE ACOSTA,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,41,176,0,0,0
JUAN DE ACOSTA,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,1,111,12,21,26
JUAN DE ACOSTA,RECLAMACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,37,41,14,12,8
JUAN DE ACOSTA,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,8,12,12,5
JUAN DE ACOSTA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,3,21,7,0
JUAN DE ACOSTA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,2,12,6,0
JUAN DE ACOSTA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,7,3,0,0,1
JUAN DE ACOSTA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,1,0,0,0
JUAN DE ACOSTA,RECLAMACION,COBRO DE REVISIONES,0,0,1,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,62,66,78,125,50
JUAN DE ACOSTA,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,28,15
JUAN DE ACOSTA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,0,0,1,12,5
JUAN DE ACOSTA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",6,0,0,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,1,0,0,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",1,0,0,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,408,679,"1,595","2,203",793
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,50,145,598,"1,330",615
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,0,16,159,432,217
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",128,125,220,185,78
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",12,166,180,120,25
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL AFORO,105,54,78,108,70
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,58,121,139,83,10
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,36,106,137,99,30
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,0,90,180,67
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,38,18,66,150,56
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,39,93,102,36,5
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR RECONEXION NO AUTORIZADA,50,50,48,39,15
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,45,0,36,56,20
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,11,12,28,41,15
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,11,39,24,9,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,0,24,24,24,10
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,43,30,5
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,DATOS GENERALES INCORRECTOS,0,5,12,12,5
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,1,0,0,0,0
LURUACO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,983,"1,073",803,426,162
LURUACO,RECLAMACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,745,415,643,332,153
LURUACO,RECLAMACION,COBROS POR PROMEDIO,159,383,645,575,216
LURUACO,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,628,256,124,8,28
LURUACO,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,309,541,147,27,0
LURUACO,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,68,813,0,0,0
LURUACO,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,57,309,349,142
LURUACO,RECLAMACION,INCONFORMIDAD CON EL AFORO,145,188,337,141,8
LURUACO,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,69,108,263,120,47
LURUACO,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,36,327,108,35,15
LURUACO,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,262,164,36,0,0
LURUACO,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",121,129,73,23,107
LURUACO,RECLAMACION,DATOS GENERALES INCORRECTOS,0,20,129,112,20
LURUACO,RECLAMACION,ESTRATO INCORRECTO,136,83,43,13,2
LURUACO,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,18,141,67,8
LURUACO,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,18,37,125,43,2
LURUACO,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,30,64,16,17,6
LURUACO,RECLAMACION,COBROS INOPORTUNOS,0,25,28,49,18
LURUACO,RECLAMACION,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,9,27,30,25,17
LURUACO,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,24,4,24,33,15
LURUACO,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",29,35,9,0,0
LURUACO,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,32,13,0,0,0
LURUACO,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,2,12,10,17
LURUACO,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,15,6,1
LURUACO,RECLAMACION,COBRO DE REVISIONES,0,6,4,0,0
LURUACO,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,0,0,3
LURUACO,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,67,72,92,66,10
LURUACO,RECURSO DE REPOSICION,COBRO MULTIPLE Y/O ACUMULADO,22,24,24,12,0
LURUACO,RECURSO DE REPOSICION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,13,12,12,6,0
LURUACO,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,12,12,12,6,0
LURUACO,RECURSO DE REPOSICION,COBROS POR PROMEDIO,11,12,12,6,0
LURUACO,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",10,0,2,12,5
LURUACO,RECURSO DE REPOSICION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",2,0,0,0,0
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,526,794,"1,877","2,227",734
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",496,761,"1,249","1,467",700
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,126,197,375,697,330
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,113,51,135,205,73
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR RECONEXION NO AUTORIZADA,196,108,108,36,5
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,0,4,63,175,108
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,101,58,60,60,25
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,25,38,40,50,15
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",19,61,24,24,10
