,,,TIEMPO,,,,
MALAMBO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"1,716","1,413",863,607,258
MALAMBO,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",119,102,164,128,47
MALAMBO,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,287,87,8,4,19
MALAMBO,RECLAMACION,COBROS POR PROMEDIO,57,26,99,98,25
MALAMBO,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,54,101,53,21,4
MALAMBO,RECLAMACION,ESTRATO INCORRECTO,89,73,35,2,3
MALAMBO,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,43,19,16,40,30
MALAMBO,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,7,10,27,9,4
MALAMBO,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,11,25,11,6,2
MALAMBO,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,2,20,0,0,0
MALAMBO,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,0,0,6,7,2
MALAMBO,RECLAMACION,TARIFA INCORRECTA,2,9,1,0,0
MALAMBO,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,6,3,0,0
MALAMBO,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,3,4,0,0
MALAMBO,RECLAMACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,2,0,0,4,0
MALAMBO,RECLAMACION,COBROS INOPORTUNOS,3,0,0,2,0
MALAMBO,RECLAMACION,COBRO DE REVISIONES,0,4,1,0,0
MALAMBO,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,2,0,0,1,0
MALAMBO,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,1,1,0,0,1
MALAMBO,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,17,5,0,0,0
MALAMBO,RECURSO DE REPOSICION,COBROS INOPORTUNOS,0,0,4,0,0
MALAMBO,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,2,1,0
MALAMBO,RECURSO DE REPOSICION,COBROS POR PROMEDIO,0,0,0,2,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,298,139,101,19,13
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",60,12,5,9,2
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,57,17,7,3,2
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,40,28,3,0,1
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,28,1,4,9,5
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,8,5,16,3,2
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,12,5,12,1,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,11,6,5,5,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR RECONEXION NO AUTORIZADA,12,8,0,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,12,3,0,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,0,3,0,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,2,0,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,0,1,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,0,0,0,0,1
MANATI,QUEJA,SUSPENSION O CORTE DEL SERVICIO,15,3,3,2,1
MANATI,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,2,6,4,0
MANATI,QUEJA,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,0,0,0,1
MANATI,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,1,0,0,0
MANATI,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,1,0,0,0,0
MANATI,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,1,0,0,0,0
MANATI,QUEJA,DATOS GENERALES INCORRECTOS,0,0,0,1,0
MANATI,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,69,46,47,17,12
MANATI,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",31,4,6,11,3
MANATI,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,34,1,0,1,1
MANATI,RECLAMACION,COBROS POR PROMEDIO,6,0,15,4,0
MANATI,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,9,0,0
MANATI,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,5,2,1,0,0
MANATI,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,2,3,1
MANATI,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,4,0,0,0,0
MANATI,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,0,0,1,1,1
MANATI,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,1,1
MANATI,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,1,0,0,0,0
MANATI,RECLAMACION,TARIFA INCORRECTA,1,0,0,0,0
MANATI,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,1,0,0,0
MANATI,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,0,0,1,0
MANATI,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,1,0,0
MANATI,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",12,0,0,0,0
PALMAR DE VARELA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,14,17,93,45,13
PALMAR DE VARELA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,9,14,1,3,2
PALMAR DE VARELA,QUEJA,NO CONEXION DEL SERVICIO,0,0,1,0,0
PALMAR DE VARELA,QUEJA,DATOS GENERALES INCORRECTOS,0,0,0,0,1
PALMAR DE VARELA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,70,49,69,44,11
PALMAR DE VARELA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,48,16,0,0,0
PALMAR DE VARELA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",5,9,16,16,4
PALMAR DE VARELA,RECLAMACION,COBROS POR PROMEDIO,4,13,8,9,3
PALMAR DE VARELA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,21,3,0,1,2
PALMAR DE VARELA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,9,12,6,0,0
PALMAR DE VARELA,RECLAMACION,COBROS INOPORTUNOS,16,8,0,0,0
PALMAR DE VARELA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,7,0,12,2,0
PALMAR DE VARELA,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,18,0,1,1,0
PALMAR DE VARELA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,2,0,1,0
PALMAR DE VARELA,RECLAMACION,ESTRATO INCORRECTO,0,0,0,3,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,1,13,0,2
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,4,0,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,1,0,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,1,0,0
PIOJO,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,2,0,9,2,0
PIOJO,QUEJA,NO CONEXION DEL SERVICIO,0,7,0,0,0
PIOJO,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,1,0,3,1
PIOJO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,16,17,10,8,3
PIOJO,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,24,9,0,0,0
PIOJO,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",5,1,4,2,1
PIOJO,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,5,0,0,0,0
PIOJO,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,0,0,1,2
PIOJO,RECLAMACION,COBROS POR PROMEDIO,0,0,1,2,0
PIOJO,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,1,1,0,0,0
PIOJO,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,2,0,0
PIOJO,RECLAMACION,COBROS INOPORTUNOS,0,0,0,0,1
PIOJO,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,0,1,0
PIOJO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",1,0,0,0,0
POLONUEVO,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,15,9,34,37,3
POLONUEVO,QUEJA,SUSPENSION O CORTE DEL SERVICIO,14,19,10,1,1
POLONUEVO,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,1,0,0,0
POLONUEVO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,55,54,35,35,9
POLONUEVO,RECLAMACION,COBROS POR PROMEDIO,71,8,8,7,2
POLONUEVO,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",32,9,6,4,2
POLONUEVO,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,1,9,11,0,0
POLONUEVO,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,4,5,1,0,0
POLONUEVO,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,5,1,1,0,1
POLONUEVO,RECLAMACION,ESTRATO INCORRECTO,0,0,0,2,0
POLONUEVO,RECLAMACION,COBROS INOPORTUNOS,0,2,0,0,0
POLONUEVO,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,0,0,1,0,0
POLONUEVO,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,1,0,0,0,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,17,3,0,0,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,4,0,2,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,2,0,2,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,1,0,0
PONEDERA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,5,10,18,14,2
PONEDERA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,10,13,14,1,0
PONEDERA,QUEJA,NO CONEXION DEL SERVICIO,0,1,0,0,0
PONEDERA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,0,1,0,0
PONEDERA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,1,0,0,0,0
PONEDERA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,64,65,48,75,15
PONEDERA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",5,6,11,19,1
PONEDERA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,1,4,1,1,0
PONEDERA,RECLAMACION,TARIFA INCORRECTA,2,1,2,1,0
PONEDERA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,0,1,3,0
PONEDERA,RECLAMACION,ESTRATO INCORRECTO,0,0,4,0,0
PONEDERA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,4,0,0,0
PONEDERA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,4,0,0,0
PONEDERA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,3,0,0,0,0
PONEDERA,RECLAMACION,COBROS POR PROMEDIO,0,0,1,1,1
PONEDERA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,1,0,2,0
PONEDERA,RECLAMACION,COBRO DE REVISIONES,0,1,0,0,0
PONEDERA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,24,3,0,1,0
PONEDERA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,1,0,2,0
PONEDERA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,0,0,1,0
PUERTO COLOMBIA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,76,64,112,60,39
PUERTO COLOMBIA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,73,43,53,51,10
PUERTO COLOMBIA,QUEJA,DATOS GENERALES INCORRECTOS,1,2,0,1,1
PUERTO COLOMBIA,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,2,1,0,0
PUERTO COLOMBIA,QUEJA,NO CONEXION DEL SERVICIO,0,0,2,0,0
PUERTO COLOMBIA,QUEJA,TERMINACION DEL CONTRATO,1,0,0,0,0
PUERTO COLOMBIA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,0,1,0,0
PUERTO COLOMBIA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,1,0,0
PUERTO COLOMBIA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,656,381,400,249,144
PUERTO COLOMBIA,RECLAMACION,COBROS POR PROMEDIO,127,51,58,61,15
PUERTO COLOMBIA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,167,44,31,24,32
PUERTO COLOMBIA,RECLAMACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,95,65,0,0,0
PUERTO COLOMBIA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",22,23,29,42,17
PUERTO COLOMBIA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,62,23,14,18,13
PUERTO COLOMBIA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,18,33,25,33,6
PUERTO COLOMBIA,RECLAMACION,ESTRATO INCORRECTO,62,16,7,10,2
PUERTO COLOMBIA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,31,19,11,16,1
PUERTO COLOMBIA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,44,22,2,1,0
PUERTO COLOMBIA,RECLAMACION,COBROS INOPORTUNOS,8,11,9,12,1
PUERTO COLOMBIA,RECLAMACION,TARIFA INCORRECTA,17,4,0,1,0
PUERTO COLOMBIA,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,3,2,0,3,0
PUERTO COLOMBIA,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,0,1,0,5,0
PUERTO COLOMBIA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,1,0,2,0,1
PUERTO COLOMBIA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,3,0,0,0
PUERTO COLOMBIA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,1,0,1,0
PUERTO COLOMBIA,RECLAMACION,COBRO DE REVISIONES,1,0,0,1,0
PUERTO COLOMBIA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,0,0,1,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,10,0,0,0,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,8,0,0,0,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,5,0,0,0,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,COBROS INOPORTUNOS,0,0,0,1,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,290,69,53,9,13
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,53,9,10,7,1
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,43,7,4,2,4
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",30,3,7,7,1
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,19,0,18,1,1
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,13,7,8,7,1
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,10,2,1,0,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,7,0,0,0,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,0,0,5,0,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,3,1,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,2,0,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,0,1,0,0,0
REPELON,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,109,10,30,11,3
REPELON,QUEJA,SUSPENSION O CORTE DEL SERVICIO,4,6,3,7,1
REPELON,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,1,0
REPELON,QUEJA,DATOS GENERALES INCORRECTOS,1,0,0,0,0
REPELON,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,59,43,55,34,12
REPELON,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",8,14,25,31,10
REPELON,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,12,0,3,0,8
REPELON,RECLAMACION,COBROS POR PROMEDIO,4,5,10,0,1
REPELON,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,13,0,0,0,0
REPELON,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,1,1,2,1
REPELON,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,2,2,0,0
REPELON,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,0,0,2,0
REPELON,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,0,1,0,0,0
REPELON,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,4,0,0,0,0
REPELON,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,2,2,0
REPELON,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,0,2,0
SABANAGRANDE,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,21,20,46,27,13
SABANAGRANDE,QUEJA,SUSPENSION O CORTE DEL SERVICIO,11,23,22,17,6
SABANAGRANDE,QUEJA,NO CONEXION DEL SERVICIO,2,0,0,0,0
SABANAGRANDE,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,2,0,0
SABANAGRANDE,QUEJA,DATOS GENERALES INCORRECTOS,0,1,1,0,0
SABANAGRANDE,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,150,134,128,89,42
SABANAGRANDE,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",21,12,21,34,7
SABANAGRANDE,RECLAMACION,COBROS POR PROMEDIO,19,12,12,32,8
SABANAGRANDE,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,21,2,7,7,5
SABANAGRANDE,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,3,3,13,12,0
SABANAGRANDE,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,3,9,1,6
SABANAGRANDE,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",13,2,0,0,0
SABANAGRANDE,RECLAMACION,ESTRATO INCORRECTO,3,1,0,7,0
SABANAGRANDE,RECLAMACION,COBROS INOPORTUNOS,0,0,7,4,0
SABANAGRANDE,RECLAMACION,COBRO POR RECONEXION NO AUTORIZADA,5,0,1,0,0
SABANAGRANDE,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,2,3,0,0
SABANAGRANDE,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,1,3,0,0,0
SABANAGRANDE,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,2,1,0,0
SABANAGRANDE,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,1,1,0,1
SABANAGRANDE,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,2,0,0,0,0
SABANAGRANDE,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,0,2,0,0
SABANAGRANDE,RECLAMACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,0,0,0,1,0
SABANAGRANDE,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,1,0
SABANAGRANDE,RECLAMACION,COBRO DE REVISIONES,0,1,0,0,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,24,12,11,1,6
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,1,3,0,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,2,0,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,1,1,0,0,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",2,0,0,0,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,0,0,1,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,1,0,0
SABANAGRANDE,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,0,1,0
SABANALARGA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,136,197,128,45,12
SABANALARGA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,52,48,58,25,4
SABANALARGA,QUEJA,DATOS GENERALES INCORRECTOS,0,0,3,6,0
SABANALARGA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,1,2,2,0
SABANALARGA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,1,2,0,1,0
SABANALARGA,QUEJA,NO CONEXION DEL SERVICIO,0,1,1,0,0
SABANALARGA,QUEJA,TERMINACION DEL CONTRATO,0,0,1,0,0
