fecha,barrio,estrato,consumo_energia_kwh,consumo_agua_m3,consumo_gas_m3,reclamaciones,interrupciones,duracion_promedio_interrupciones,estado_medidor,tecnico_asignado,consumo_sospechoso,fraude_detectado,lectura_estimada
2023-12-01,rebolo,3,103.59019365205177,,29.437674434702014,0,2,24.32467085745727,mal calibrado,María G.,,0,no
2023-12-01,Me Quejo,4,173.6286887003428,24.52371796249734,7.563245302971842,2,0,39.28307097207649,,,,0,sí
2023-12-01,me quejo,2,274.99088412518006,45.895636420186136,19.05743221249503,0,1,38.257963165821664,bien,,,0,no
2023-12-01,El Prado,3,143.43229947309825,13.977879396382194,18.281419792525167,1,3,33.99845923520047,bien,Laura Pérez,,0,no
2023-12-01,rebolo,3,103.59019365205177,,29.437674434702014,0,2,24.32467085745727,mal calibrado,María G.,,0,no
2023-08-01,Los Andes,4,247.76632079880275,32.22500914886881,23.501564997137436,3,0,34.10477389752094,bien,Juan C.,,0,no
2023-10-01,rebolo,2,110.96757289996012,0.0,,3,2,30.550542398753286,bien,Juan C.,No,0,no
2023-01-01,rebolo,1,100.59310564774476,18.076390352188774,17.110831396335286,1,1,46.42822814515021,,María G.,,0,no
2023-07-01,El Prado,1,165.84422180047605,12.017027554615463,5.344765403898309,2,0,27.69069960058081,bien,Juan C.,,0,no
2023-11-01,La siera,4,202.60348208854344,12.921473232568168,9.528012355716218,0,0,43.79592587986366,bien,,,0,no
2023-05-01,la sierra,3,1.5736073899288954,30.515930406716663,9.095185264281705,1,1,43.92410819815211,mal calibrado,María G.,,0,no
2023-12-01,Las Nieves,1,79.65684614646005,22.935579321666292,5.503927367636164,3,0,30.73242883117646,mal calibrado,Juan C.,,0,no
2023-08-01,Los andes,4,174.27189924687488,19.627777634901584,20.09340680545886,0,0,35.519458858072994,bien,Juan C.,,0,no
