,,,TIEMPO,,,,
CANDELARIA,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,0,0,3,0
CANDELARIA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,0,2,0,0
CANDELARIA,RECLAMACION,INCONFORMIDAD CON EL AFORO,0,0,2,0,0
CANDELARIA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,1,0,0
CANDELARIA,RECLAMACION,TARIFA INCORRECTA,0,0,1,0,0
CANDELARIA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,0,1,0
CANDELARIA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,0,0,0,0,5
CANDELARIA,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,0,5
GALAPA,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,101,214,478,234,1
GALAPA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,2,288,456,197,0
GALAPA,QUEJA,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,85,333,370,116,0
GALAPA,QUEJA,QUEJAS ADMINISTRATIVAS,1,209,456,228,0
GALAPA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,15,246,430,145,0
GALAPA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,23,263,323,98,0
GALAPA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,111,243,91,0
GALAPA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,18,71,120,7
GALAPA,QUEJA,COBROS POR PROMEDIO,0,8,45,137,5
GALAPA,QUEJA,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,2,23,82,75,2
GALAPA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,16,30,42,32,2
GALAPA,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,92,0
GALAPA,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,32,25,5,0
GALAPA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,25,37,0
GALAPA,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,1,8,21,0
GALAPA,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,22,7,0
GALAPA,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,4,0,20,0
GALAPA,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,4,5,7,4,0
GALAPA,QUEJA,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,9,4,0
GALAPA,QUEJA,SUBSIDIOS Y CONTRIBUCIONES,0,0,0,3,0
GALAPA,QUEJA,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,0,0,3,0
GALAPA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"1,063","3,075","5,868","6,555","1,534"
GALAPA,RECLAMACION,COBROS POR PROMEDIO,980,"2,649","2,579","4,445","1,565"
GALAPA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,163,"1,208","1,787","2,539",698
GALAPA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,192,"1,041","1,581","1,673",520
GALAPA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",107,452,"1,060","2,584",790
GALAPA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,88,274,"1,443","1,543",329
GALAPA,RECLAMACION,NO CONEXION DEL SERVICIO,6,424,"1,342",514,4
GALAPA,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,50,158,409,488,109
GALAPA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",55,213,294,469,172
GALAPA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,82,308,303,233,54
GALAPA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,69,165,275,31,0
GALAPA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,10,227,137,32
GALAPA,RECLAMACION,ESTRATO INCORRECTO,14,36,132,150,24
GALAPA,RECLAMACION,QUEJAS ADMINISTRATIVAS,4,136,163,19,0
GALAPA,RECLAMACION,COBROS INOPORTUNOS,2,0,78,113,52
GALAPA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,32,40,77,39,8
GALAPA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,7,10,42,54,13
GALAPA,RECLAMACION,TERMINACION DEL CONTRATO,12,25,39,0,0
GALAPA,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,6,30,38,0
GALAPA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,1,19,26,0
GALAPA,RECLAMACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,3,22,20,0
GALAPA,RECLAMACION,DATOS GENERALES INCORRECTOS,36,2,1,3,0
GALAPA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,17,9,4,0
GALAPA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,2,8,18,0
GALAPA,RECLAMACION,TARIFA INCORRECTA,26,0,0,0,0
GALAPA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,1,7,13,0
GALAPA,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,4,0,3,10,1
GALAPA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,8,0,5,0,0
GALAPA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,2,1,8,0
GALAPA,RECLAMACION,NEGACION DE LA SOLICITUD DE SUSPENSION,0,0,0,2,0
GALAPA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,58,58,0,0,0
GALAPA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,3,9,16,4,0
GALAPA,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,16,0,0
GALAPA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,4,0,3,0,0
GALAPA,RECURSO DE REPOSICION,COBROS INOPORTUNOS,2,0,0,0,0
GALAPA,RECURSO DE REPOSICION,NO CONEXION DEL SERVICIO,0,0,0,1,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,88,342,509,75,22
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,108,214,343,21,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,112,49,203,10,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,2,83,180,40,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,9,131,86,6,1
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",17,25,56,4,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",13,30,16,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO MULTIPLE Y/O ACUMULADO,20,10,0,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,9,6,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,4,0,10,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,4,9,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,2,0,8,1,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,0,0,5,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,0,5,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,4,0,0,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,2,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,QUEJAS ADMINISTRATIVAS,0,0,1,0,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO CONEXION DEL SERVICIO,0,0,0,1,0
JUAN DE ACOSTA,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,72,109,279,123,0
JUAN DE ACOSTA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,14,164,206,63,1
JUAN DE ACOSTA,QUEJA,QUEJAS ADMINISTRATIVAS,1,87,147,50,1
JUAN DE ACOSTA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,2,77,146,60,1
JUAN DE ACOSTA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,7,30,73,3
JUAN DE ACOSTA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,10,19,70,11,0
JUAN DE ACOSTA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,18,74,17,0
JUAN DE ACOSTA,QUEJA,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,6,23,30,14,0
JUAN DE ACOSTA,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,2,26,23,7,0
JUAN DE ACOSTA,QUEJA,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,6,36,16,0
JUAN DE ACOSTA,QUEJA,NO CONEXION DEL SERVICIO,0,0,6,47,0
JUAN DE ACOSTA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,2,13,17,9,0
JUAN DE ACOSTA,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,10,23,3,0
JUAN DE ACOSTA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,10,25,1
JUAN DE ACOSTA,QUEJA,COBROS POR PROMEDIO,0,1,5,9,2
JUAN DE ACOSTA,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,0,1
JUAN DE ACOSTA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,503,"1,271","2,442","3,029",775
JUAN DE ACOSTA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,43,887,"1,183","1,270",275
JUAN DE ACOSTA,RECLAMACION,COBROS POR PROMEDIO,194,449,915,"1,353",474
JUAN DE ACOSTA,RECLAMACION,NO CONEXION DEL SERVICIO,2,307,690,237,3
JUAN DE ACOSTA,RECLAMACION,ESTRATO INCORRECTO,316,148,188,235,58
JUAN DE ACOSTA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,13,144,235,156,35
JUAN DE ACOSTA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,24,117,6,233,119
JUAN DE ACOSTA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",6,93,199,154,31
JUAN DE ACOSTA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,26,9,83,99,30
JUAN DE ACOSTA,RECLAMACION,QUEJAS ADMINISTRATIVAS,1,94,134,2,0
JUAN DE ACOSTA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",33,23,67,90,13
JUAN DE ACOSTA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,7,64,53,11,0
JUAN DE ACOSTA,RECLAMACION,TERMINACION DEL CONTRATO,7,56,62,0,0
JUAN DE ACOSTA,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,0,6,44,15
JUAN DE ACOSTA,RECLAMACION,DATOS GENERALES INCORRECTOS,30,2,8,1,0
JUAN DE ACOSTA,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,0,15,22,0
JUAN DE ACOSTA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,2,2,6,11,5
JUAN DE ACOSTA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,13,9,0
JUAN DE ACOSTA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,10,6,0
JUAN DE ACOSTA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,3,5,1
JUAN DE ACOSTA,RECLAMACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,0,3,4,2
JUAN DE ACOSTA,RECLAMACION,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,0,0,0,4,0
JUAN DE ACOSTA,RECLAMACION,TARIFA INCORRECTA,3,0,0,0,0
JUAN DE ACOSTA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,2,0
JUAN DE ACOSTA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,2,0,0,0,0
JUAN DE ACOSTA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,1,1,0
JUAN DE ACOSTA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,1,0
JUAN DE ACOSTA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",10,0,0,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,7,1,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,522,425,1,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,131,254,17,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,286,0,10,5,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,6,32,71,10,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,18,74,5,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,8,0,15,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,3,9,2,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,6,0,0,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR LA NORMALIZACION DEL SERVICIO,0,0,2,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",2,0,0,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO CONEXION DEL SERVICIO,0,0,1,0,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,QUEJAS ADMINISTRATIVAS,0,0,0,1,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,1,0
JUAN DE ACOSTA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,1,0,0
LURUACO,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,0,0,10,7
LURUACO,QUEJA,QUEJAS ADMINISTRATIVAS,0,0,0,5,0
LURUACO,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,0,1,0,0
LURUACO,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,1,0
LURUACO,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,0,1,0
LURUACO,RECLAMACION,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,0,19,301,0
LURUACO,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,20,27,29,41,45
LURUACO,RECLAMACION,COBROS POR PROMEDIO,1,0,22,50,35
LURUACO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,12,10,15,32,33
LURUACO,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,1,11,1,14
LURUACO,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,1,6,6,0,0
LURUACO,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",1,5,0,5,0
LURUACO,RECLAMACION,TERMINACION DEL CONTRATO,0,0,0,2,3
LURUACO,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,0,0,3,1
LURUACO,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,3,0,0
LURUACO,RECLAMACION,COBROS INOPORTUNOS,0,0,0,2,0
LURUACO,RECLAMACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,0,0,1,0,0
LURUACO,RECLAMACION,ESTRATO INCORRECTO,0,0,1,0,0
LURUACO,RECLAMACION,DATOS GENERALES INCORRECTOS,0,0,0,1,0
LURUACO,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,1,0,0
LURUACO,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,0,0,1
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,0,0,11
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,0,2,5
LURUACO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TERMINACION DEL CONTRATO,0,0,0,0,2
MALAMBO,QUEJA,QUEJAS ADMINISTRATIVAS,319,93,90,114,83
MALAMBO,QUEJA,SUSPENSION O CORTE DEL SERVICIO,34,55,104,72,6
MALAMBO,QUEJA,VARIACIONES EN LAS CARACTERISTICAS DEL SUMINISTRO O PRESTACION DEL SERVICIO,55,16,31,12,0
MALAMBO,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,61,6,8,20,3
MALAMBO,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,41,18,7,22,1
MALAMBO,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,10,15,12,5
MALAMBO,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,5,0,12,14,1
MALAMBO,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,14,0,0,0
MALAMBO,QUEJA,NO CONEXION DEL SERVICIO,5,0,0,1,0
MALAMBO,QUEJA,COBROS POR PROMEDIO,0,0,0,2,0
MALAMBO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"3,898","2,875","1,425","3,740","1,369"
MALAMBO,RECLAMACION,COBROS POR PROMEDIO,536,556,328,908,276
MALAMBO,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,700,523,343,807,182
MALAMBO,RECLAMACION,ESTRATO INCORRECTO,671,906,514,322,92
MALAMBO,RECLAMACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,40,415,614,176,0
MALAMBO,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,349,538,72,137,22
MALAMBO,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",1,67,75,360,35
MALAMBO,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,60,113,90,67,6
MALAMBO,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,23,54,55,23,12
MALAMBO,RECLAMACION,INCONFORMIDAD CON EL AFORO,17,1,3,49,4
MALAMBO,RECLAMACION,DATOS GENERALES INCORRECTOS,4,12,7,22,16
MALAMBO,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,17,0,1,20,3
MALAMBO,RECLAMACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,17,7,0,11,3
MALAMBO,RECLAMACION,COBROS INOPORTUNOS,7,4,1,22,3
MALAMBO,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,9,8,16,2
MALAMBO,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,6,11,6,3,0
MALAMBO,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,2,18,1,0
MALAMBO,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",3,6,5,2,2
MALAMBO,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,2,9,0,0,0
MALAMBO,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,6,4,0
MALAMBO,RECLAMACION,TERMINACION DEL CONTRATO,1,2,0,0,0
MALAMBO,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,342,297,150,217,86
MALAMBO,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,238,164,16,77,7
MALAMBO,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,84,54,44,77,23
MALAMBO,RECURSO DE REPOSICION,COBROS POR PROMEDIO,38,52,38,12,4
MALAMBO,RECURSO DE REPOSICION,ESTRATO INCORRECTO,14,40,6,0,0
MALAMBO,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,8,5,3,1
MALAMBO,RECURSO DE REPOSICION,SUBSIDIOS Y CONTRIBUCIONES,0,12,0,0,0
MALAMBO,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,7,4,0,0
MALAMBO,RECURSO DE REPOSICION,INCONFORMIDAD CON EL AFORO,0,0,0,6,0
MALAMBO,RECURSO DE REPOSICION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,0,0,0,4,0
MALAMBO,RECURSO DE REPOSICION,COBROS INOPORTUNOS,0,1,0,0,1
MALAMBO,RECURSO DE REPOSICION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,1,0,0,0,0
MALAMBO,RECURSO DE REPOSICION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,0,0,0,1
MALAMBO,RECURSO DE REPOSICION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,1,0,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,100,328,79,84,9
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,140,150,167,99,26
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,27,49,11,12,13
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,10,8,19,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,6,9,15,7,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,1,9,4,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,0,3,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,0,3,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL AFORO,0,0,0,1,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD POR DESVIACION SIGNIFICATIVA,0,0,1,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,1,0,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CONSUMO REGISTRADO POR MEDIDOR DE OTRO PREDIO,0,0,1,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,1,0,0
MANATI,QUEJA,INTERRUPCIONES EN LA PRESTACION DEL SERVICIO,0,1,0,6,2
MANATI,QUEJA,QUEJAS ADMINISTRATIVAS,0,0,2,4,0
MANATI,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,1,3,0
MANATI,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,1,17,73,406
MANATI,RECLAMACION,COBROS POR PROMEDIO,0,0,36,92,231
