,,,TIEMPO,,,,
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,1,7,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,6,2,0
GALAPA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,2,0
JUAN DE ACOSTA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,10,24,9,3
JUAN DE ACOSTA,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,21,0
JUAN DE ACOSTA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,8,1,2
JUAN DE ACOSTA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,1,5,3
JUAN DE ACOSTA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,0,3,2,2
JUAN DE ACOSTA,QUEJA,QUEJAS ADMINISTRATIVAS,0,0,4,0,0
JUAN DE ACOSTA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,3,0,0
JUAN DE ACOSTA,RECLAMACION,NO CONEXION DEL SERVICIO,2,123,158,105,36
JUAN DE ACOSTA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,0,4,24,11
JUAN DE ACOSTA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,5,26,8
JUAN DE ACOSTA,RECLAMACION,COBROS POR PROMEDIO,0,0,0,23,11
JUAN DE ACOSTA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,2,12,14,4
JUAN DE ACOSTA,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,4,14,6,0
JUAN DE ACOSTA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,0,5,2
JUAN DE ACOSTA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,4,0
JUAN DE ACOSTA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,3,1
JUAN DE ACOSTA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,0,0,1,0
LURUACO,QUEJA,AFECTACION AMBIENTAL,0,0,0,9,0
LURUACO,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,1,2,0
LURUACO,QUEJA,QUEJAS ADMINISTRATIVAS,0,0,1,0,0
LURUACO,QUEJA,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,1,0,0
LURUACO,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,13,12,17,11,1
LURUACO,RECLAMACION,AFECTACION AMBIENTAL,0,0,2,10,0
LURUACO,RECLAMACION,COBROS POR PROMEDIO,0,0,2,0,10
LURUACO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,2,1,0
LURUACO,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,1,0,0
MALAMBO,QUEJA,QUEJAS ADMINISTRATIVAS,144,77,27,27,11
MALAMBO,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,36,96,64,15
MALAMBO,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,10,14,7,5
MALAMBO,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,10,8,6,3
MALAMBO,QUEJA,COBROS POR PROMEDIO,0,0,0,2,0
MALAMBO,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,1,0,0,0,0
MALAMBO,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,74,151,31,75,8
MALAMBO,RECLAMACION,COBROS POR PROMEDIO,0,108,104,57,10
MALAMBO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,26,71,53,51,8
MALAMBO,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,42,64,52,16
MALAMBO,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,2,21,7,0
MALAMBO,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,10,9,9,1
MALAMBO,RECLAMACION,ESTRATO INCORRECTO,2,18,2,0,0
MALAMBO,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,7,10,2
MALAMBO,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,5,4,0
MALAMBO,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,9,0,0,0,0
MALAMBO,RECLAMACION,DATOS GENERALES INCORRECTOS,0,1,0,3,0
MALAMBO,RECLAMACION,INCONFORMIDAD CON EL AFORO,0,1,0,0,0
MALAMBO,RECURSO DE REPOSICION,COBRO POR SERVICIOS NO PRESTADOS,0,10,0,4,0
MALAMBO,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,5,0,0,0
MALAMBO,RECURSO DE REPOSICION,QUEJAS ADMINISTRATIVAS,0,0,0,1,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,1,13,0,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,4,0,1,0,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,0,1,1,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,0,1,0
MALAMBO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,1,0,0,0,0
MANATI,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,2,4,1
MANATI,QUEJA,AFECTACION AMBIENTAL,0,0,0,1,0
MANATI,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,2,25,12,26
MANATI,RECLAMACION,COBROS POR PROMEDIO,0,0,5,2,19
MANATI,RECLAMACION,AFECTACION AMBIENTAL,0,0,7,12,0
MANATI,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,1,6,7
MANATI,RECLAMACION,INCONFORMIDAD CON EL AFORO,0,0,2,0,0
PALMAR DE VARELA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,22,50,35,7
PALMAR DE VARELA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,30,45,24,6
PALMAR DE VARELA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,8,10,3,2
PALMAR DE VARELA,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,19,0
PALMAR DE VARELA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,1,9,4,3
PALMAR DE VARELA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,6,8,0
PALMAR DE VARELA,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,5,5,0,0
PALMAR DE VARELA,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,0,9,0
PALMAR DE VARELA,QUEJA,QUEJAS ADMINISTRATIVAS,0,0,3,0,1
PALMAR DE VARELA,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,0,0,1,0
PALMAR DE VARELA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,85,390,331,348,113
PALMAR DE VARELA,RECLAMACION,COBROS POR PROMEDIO,12,59,155,448,207
PALMAR DE VARELA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,17,45,358,142
PALMAR DE VARELA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,0,45,194,136,19
PALMAR DE VARELA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,231,1,31,44,26
PALMAR DE VARELA,RECLAMACION,NO CONEXION DEL SERVICIO,0,51,98,98,35
PALMAR DE VARELA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,3,37,20,130,61
PALMAR DE VARELA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",10,20,65,61,17
PALMAR DE VARELA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,65,40,23,8
PALMAR DE VARELA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,31,57,23,3
PALMAR DE VARELA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,0,18,89
PALMAR DE VARELA,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,13,16,8,0
PALMAR DE VARELA,RECLAMACION,ESTRATO INCORRECTO,0,0,0,6,12
PALMAR DE VARELA,RECLAMACION,TARIFA INCORRECTA,17,0,0,0,0
PALMAR DE VARELA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,0,0,6,2
PALMAR DE VARELA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,0,3,0
PALMAR DE VARELA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,3,0
PALMAR DE VARELA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,0,0,0,1
PALMAR DE VARELA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,1,0,0,0,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",10,10,54,24,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,1,14,28,13,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,0,0,12,26,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUBSIDIOS Y CONTRIBUCIONES,0,0,16,7,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,8,11,0
PALMAR DE VARELA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,7,6,5,0
PIOJO,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,4,9,8,0
PIOJO,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,2,0
PIOJO,RECLAMACION,NO CONEXION DEL SERVICIO,0,10,13,8,2
POLONUEVO,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,1,62,129,84,20
POLONUEVO,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,16,39,44,14
POLONUEVO,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,38,43,21,3
POLONUEVO,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,76,17,4,1
POLONUEVO,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,20,39,25,0
POLONUEVO,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,52,0
POLONUEVO,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,20,14,11,2
POLONUEVO,QUEJA,QUEJAS ADMINISTRATIVAS,0,4,7,17,5
POLONUEVO,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,0,20,5,0
POLONUEVO,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,0,2,10,5,0
POLONUEVO,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,2,3,4,0
POLONUEVO,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,1,6,0,0
POLONUEVO,QUEJA,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,2,1,1,0
POLONUEVO,QUEJA,DATOS GENERALES INCORRECTOS,0,0,0,3,0
POLONUEVO,QUEJA,COBROS POR PROMEDIO,0,0,0,2,0
POLONUEVO,RECLAMACION,COBROS POR PROMEDIO,221,490,620,941,406
POLONUEVO,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,178,687,667,631,178
POLONUEVO,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,10,289,644,551,174
POLONUEVO,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,611,384,211,16
POLONUEVO,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,89,164,430,168
POLONUEVO,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,216,109,191,161,62
POLONUEVO,RECLAMACION,NO CONEXION DEL SERVICIO,2,86,152,165,51
POLONUEVO,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,56,86,48,16
POLONUEVO,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",0,62,54,65,13
POLONUEVO,RECLAMACION,ESTRATO INCORRECTO,15,52,17,77,7
POLONUEVO,RECLAMACION,TARIFA INCORRECTA,0,25,53,34,10
POLONUEVO,RECLAMACION,QUEJAS ADMINISTRATIVAS,0,24,49,18,0
POLONUEVO,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,1,13,22,12,3
POLONUEVO,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,36,3,0,0
POLONUEVO,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,1,25,3
POLONUEVO,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,6,7,0
POLONUEVO,RECLAMACION,DATOS GENERALES INCORRECTOS,3,0,0,2,0
POLONUEVO,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,3,0
POLONUEVO,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,0,0,3,0
POLONUEVO,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,5,66,15,0
POLONUEVO,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,9,2,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,6,97,159,86,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,225,70,0,0,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,47,110,31,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,20,106,46,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,5,27,62,38,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,0,5,41,14,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,6,10,14,0
POLONUEVO,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,5,0,4,2,0
PONEDERA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,0,7,4,0
PONEDERA,QUEJA,NO CONEXION DEL SERVICIO,0,0,0,4,0
PONEDERA,RECLAMACION,COBROS POR PROMEDIO,5,113,69,40,10
PONEDERA,RECLAMACION,NO CONEXION DEL SERVICIO,0,0,13,13,4
PONEDERA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,3,0,0,0
PONEDERA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,0,0,0,1
PUERTO COLOMBIA,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,5,466,648,381,95
PUERTO COLOMBIA,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,286,525,527,172
PUERTO COLOMBIA,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,2,405,377,266,84
PUERTO COLOMBIA,QUEJA,QUEJAS ADMINISTRATIVAS,1,204,236,182,48
PUERTO COLOMBIA,QUEJA,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,2,183,175,161,48
PUERTO COLOMBIA,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,91,197,160,60
PUERTO COLOMBIA,QUEJA,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,39,250,167,6
PUERTO COLOMBIA,QUEJA,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,20,169,134,15
PUERTO COLOMBIA,QUEJA,NO CONEXION DEL SERVICIO,0,0,10,236,1
PUERTO COLOMBIA,QUEJA,COBROS POR PROMEDIO,0,4,40,47,1
PUERTO COLOMBIA,QUEJA,NO ATENCION DE CONDICIONES DE SEGURIDAD O RIESGO,1,7,13,31,17
PUERTO COLOMBIA,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,1,16,34,13,3
PUERTO COLOMBIA,QUEJA,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,12,37,9
PUERTO COLOMBIA,QUEJA,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,12,13,1
PUERTO COLOMBIA,QUEJA,COBRO POR SERVICIOS NO PRESTADOS,0,0,5,11,0
PUERTO COLOMBIA,QUEJA,ESTRATO INCORRECTO,0,0,0,9,0
PUERTO COLOMBIA,QUEJA,TERMINACION DEL CONTRATO,0,0,3,3,0
PUERTO COLOMBIA,QUEJA,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,1,1,2,1
PUERTO COLOMBIA,QUEJA,TARIFA INCORRECTA,0,0,0,2,0
PUERTO COLOMBIA,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,"2,199","8,992","12,201","12,877","3,769"
PUERTO COLOMBIA,RECLAMACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,171,"2,881","5,359","6,985","2,164"
PUERTO COLOMBIA,RECLAMACION,COBROS POR PROMEDIO,703,"1,461","2,350","3,263","1,129"
PUERTO COLOMBIA,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,930,"1,448","2,103","1,929",649
PUERTO COLOMBIA,RECLAMACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,386,842,"1,556","1,621",599
PUERTO COLOMBIA,RECLAMACION,NO CONEXION DEL SERVICIO,9,964,"1,598","1,215",405
PUERTO COLOMBIA,RECLAMACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",6,429,787,"1,962",704
PUERTO COLOMBIA,RECLAMACION,ESTRATO INCORRECTO,311,695,530,"1,188",308
PUERTO COLOMBIA,RECLAMACION,QUEJAS ADMINISTRATIVAS,4,463,912,417,4
PUERTO COLOMBIA,RECLAMACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,16,558,520,344,42
PUERTO COLOMBIA,RECLAMACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,3,287,484,509,152
PUERTO COLOMBIA,RECLAMACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,1,315,443,406,89
PUERTO COLOMBIA,RECLAMACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",28,132,199,310,95
PUERTO COLOMBIA,RECLAMACION,TARIFA INCORRECTA,133,26,84,77,14
PUERTO COLOMBIA,RECLAMACION,TERMINACION DEL CONTRATO,17,48,100,57,0
PUERTO COLOMBIA,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,6,60,115,17
PUERTO COLOMBIA,RECLAMACION,COBROS INOPORTUNOS,1,60,34,0,0
PUERTO COLOMBIA,RECLAMACION,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,3,8,41,2
PUERTO COLOMBIA,RECLAMACION,DATOS GENERALES INCORRECTOS,21,0,2,13,0
PUERTO COLOMBIA,RECLAMACION,ESTADO DE LAS INFRAESTRUCTURA,0,2,5,23,1
PUERTO COLOMBIA,RECLAMACION,COBRO MULTIPLE Y/O ACUMULADO,0,0,0,5,22
PUERTO COLOMBIA,RECLAMACION,SUBSIDIOS Y CONTRIBUCIONES,5,0,9,9,0
PUERTO COLOMBIA,RECLAMACION,COBRO DE OTROS BIENES O SERVICIOS EN LA FACTURA,0,0,6,5,0
PUERTO COLOMBIA,RECLAMACION,SUSPENSION POR MUTUO ACUERDO,2,0,0,0,0
PUERTO COLOMBIA,RECLAMACION,FALLAS EN LA CONEXION DEL SERVICIO,0,0,0,1,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,5,51,111,49,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,0,34,83,17,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,COBROS POR PROMEDIO,0,24,45,17,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,0,4,3,0
PUERTO COLOMBIA,RECURSO DE REPOSICION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,0,0,0,1,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,229,"1,187","2,192","1,187",0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SOLICITUD DE ROMPIMIENTO DE SOLIDARIDAD,285,616,694,423,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO DE CARGOS RELACIONADOS CON EL SERVICIO PUBLICO,29,252,678,374,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS POR PROMEDIO,137,144,459,349,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTRATO INCORRECTO,282,0,69,76,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,1,53,177,73,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR SERVICIOS NO PRESTADOS,2,93,93,93,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"COBROS POR CONEXION, RECONEXION, REINSTALACION",0,42,141,92,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,"CLASE DE USO INCORRECTO (INDUSTRIAL, COMERCIAL, OFICIAL, OTROS)",6,93,138,32,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBRO POR CONSUMOS DEJADOS DE FACTURAR O RECUPERACION DE ENERGÍA,0,69,124,40,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TARIFA INCORRECTA,16,0,30,14,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,COBROS INOPORTUNOS,0,10,32,8,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,QUEJAS ADMINISTRATIVAS,0,9,9,5,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSPENSION O CORTE DEL SERVICIO,0,0,7,9,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,7,1
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,NO CONEXION DEL SERVICIO,0,2,1,1,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,SUSCRIPTOR QUE EFECTUA EL PAGO PERO ESTE NO ES APLICADO POR LA EMPRESA EN LA FACTURACION,0,0,0,4,0
PUERTO COLOMBIA,RECURSO DE REPOSICION Y SUBSIDIARIO DE APELACION,TERMINACION DEL CONTRATO,0,0,0,2,0
REPELON,QUEJA,AFECTACION AMBIENTAL,0,0,0,4,3
REPELON,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,0,0,6,0
REPELON,QUEJA,FALLAS EN LA CONEXION DEL SERVICIO,0,0,1,0,0
REPELON,RECLAMACION,COBRO POR SERVICIOS NO PRESTADOS,0,5,57,32,87
REPELON,RECLAMACION,INCONFORMIDAD CON LA MEDICION DEL CONSUMO O PRODUCCION FACTURADO,0,0,3,1,50
REPELON,RECLAMACION,AFECTACION AMBIENTAL,0,0,7,19,0
REPELON,RECLAMACION,COBROS POR PROMEDIO,0,0,4,0,7
REPELON,RECLAMACION,INCONFORMIDAD CON EL AFORO,0,0,6,0,0
REPELON,RECLAMACION,SUSPENSION O CORTE DEL SERVICIO,0,0,1,0,0
REPELON,RECLAMACION,DATOS GENERALES INCORRECTOS,0,0,1,0,0
SABANAGRANDE,QUEJA,ESTADO DE LAS INFRAESTRUCTURA,0,64,152,129,38
SABANAGRANDE,QUEJA,ENTREGA INOPORTUNA O NO ENTREGA DE LA FACTURA,0,78,134,122,35
SABANAGRANDE,QUEJA,SUSPENSION O CORTE DEL SERVICIO,0,59,102,119,43
SABANAGRANDE,QUEJA,QUEJAS ADMINISTRATIVAS,2,73,69,74,15
SABANAGRANDE,QUEJA,INCONFORMIDAD CON EL CAMBIO O CON EL COBRO DEL MEDIDOR,0,16,54,70,21
SABANAGRANDE,QUEJA,COBROS POR PROMEDIO,0,2,5,83,11
